Table,NAME,FMTName,Type,Value,Label,Flat,Metro
HOUSEHOLD,NHQSCHOOL,NHQSCHOOL,C,M,Not reported,NO,YES
HOUSEHOLD,NHQSCHOOL,NHQSCHOOL,C,N,Not applicable,NO,YES
HOUSEHOLD,NHQSCRIME,NHQSCRIME,C,1,Agree,NO,YES
HOUSEHOLD,NHQSCRIME,NHQSCRIME,C,2,Disagree,NO,YES
HOUSEHOLD,NHQSCRIME,NHQSCRIME,C,M,Not reported,NO,YES
HOUSEHOLD,NHQSCRIME,NHQSCRIME,C,N,Not applicable,NO,YES
HOUSEHOLD,NORC,NORC,C,1,Yes,NO,YES
HOUSEHOLD,NORC,NORC,C,2,No,NO,YES
HOUSEHOLD,NORC,NORC,C,M,Not reported,NO,YES
HOUSEHOLD,NORC,NORC,C,N,Not applicable,NO,YES
HOUSEHOLD,NOSTEP,NOSTEP,C,1,Yes,NO,YES
HOUSEHOLD,NOSTEP,NOSTEP,C,2,No,NO,YES
HOUSEHOLD,NOSTEP,NOSTEP,C,M,Not reported,NO,YES
HOUSEHOLD,NOTOIL,NOTOIL,C,1,Yes,NO,YES
HOUSEHOLD,NOTOIL,NOTOIL,C,2,No,NO,YES
HOUSEHOLD,NOTOIL,NOTOIL,C,M,Not reported,NO,YES
HOUSEHOLD,NOTOIL,NOTOIL,C,N,Not applicable,NO,YES
HOUSEHOLD,NOTOILFREQ,NOTOILFREQ,N,0,Never broke down for 6 hours,NO,YES
HOUSEHOLD,NOTOILFREQ,NOTOILFREQ,N,8,Eight or more breakdowns lasting 6 hours or more,NO,YES
HOUSEHOLD,NOTOILFREQ,NOTOILFREQ,N,.M,Not reported,NO,YES
HOUSEHOLD,NOTOILFREQ,NOTOILFREQ,N,.N,Not applicable,NO,YES
HOUSEHOLD,NOWAT,NOWAT,C,1,Yes,NO,YES
HOUSEHOLD,NOWAT,NOWAT,C,2,No,NO,YES
HOUSEHOLD,NOWAT,NOWAT,C,M,Not reported,NO,YES
HOUSEHOLD,NOWAT,NOWAT,C,N,Not applicable,NO,YES
HOUSEHOLD,NOWATFREQ,NOWATFREQ,C,0,Never broke down for 6 hours,NO,YES
HOUSEHOLD,NOWATFREQ,NOWATFREQ,C,8,Eight or more breakdowns lasting 6 hours or more,NO,YES
HOUSEHOLD,NOWATFREQ,NOWATFREQ,C,M,Not reported,NO,YES
HOUSEHOLD,NOWATFREQ,NOWATFREQ,C,N,Not applicable,NO,YES
HOUSEHOLD,NOWIRE,NOWIRE,C,1,Concealed,NO,YES
HOUSEHOLD,NOWIRE,NOWIRE,C,2,Exposed,NO,YES
HOUSEHOLD,NOWIRE,NOWIRE,C,3,No electrical wiring,NO,YES
HOUSEHOLD,NOWIRE,NOWIRE,C,N,Not applicable,NO,YES
HOUSEHOLD,NRATE,NRATE,C,1,Better,NO,YES
HOUSEHOLD,NRATE,NRATE,C,2,Worse,NO,YES
HOUSEHOLD,NRATE,NRATE,C,3,About the same,NO,YES
HOUSEHOLD,NRATE,NRATE,C,4,Same neighborhood,NO,YES
HOUSEHOLD,NRATE,NRATE,C,M,Not reported,NO,YES
HOUSEHOLD,NRATE,NRATE,C,N,Not applicable,NO,YES
HOUSEHOLD,NUMADULTS,NUMADULTS,N,11,11 or more,NO,YES
HOUSEHOLD,NUMADULTS,NUMADULTS,N,.N,Not applicable,NO,YES
HOUSEHOLD,NUMCARE,NUMCARE,C,1,No one has this disability,NO,YES
HOUSEHOLD,NUMCARE,NUMCARE,C,2,One person has this disability,NO,YES
HOUSEHOLD,NUMCARE,NUMCARE,C,3,2 or more have this disability,NO,YES
HOUSEHOLD,NUMCARE,NUMCARE,C,M,Not reported,NO,YES
HOUSEHOLD,NUMCARE,NUMCARE,C,N,Not applicable,NO,YES
HOUSEHOLD,NUMELDERS,NUMELDERS,N,30,30 or more people,NO,YES
HOUSEHOLD,NUMELDERS,NUMELDERS,N,.N,Not applicable,NO,YES
HOUSEHOLD,NUMERRND,NUMERRND,C,1,No one has this disability,NO,YES
HOUSEHOLD,NUMERRND,NUMERRND,C,2,One person has this disability,NO,YES
HOUSEHOLD,NUMERRND,NUMERRND,C,3,2 or more have this disability,NO,YES
HOUSEHOLD,NUMERRND,NUMERRND,C,M,Not reported,NO,YES
HOUSEHOLD,NUMERRND,NUMERRND,C,N,Not applicable,NO,YES
HOUSEHOLD,NUMHEAR,NUMHEAR,C,1,No one has this disability,NO,YES
HOUSEHOLD,NUMHEAR,NUMHEAR,C,2,One person has this disability,NO,YES
HOUSEHOLD,NUMHEAR,NUMHEAR,C,3,2 or more have this disability,NO,YES
HOUSEHOLD,NUMHEAR,NUMHEAR,C,M,Not reported,NO,YES
HOUSEHOLD,NUMHEAR,NUMHEAR,C,N,Not applicable,NO,YES
HOUSEHOLD,NUMMEMRY,NUMMEMRY,C,1,No one has this disability,NO,YES
HOUSEHOLD,NUMMEMRY,NUMMEMRY,C,2,One person has this disability,NO,YES
HOUSEHOLD,NUMMEMRY,NUMMEMRY,C,3,2 or more have this disability,NO,YES
HOUSEHOLD,NUMMEMRY,NUMMEMRY,C,M,Not reported,NO,YES
HOUSEHOLD,NUMMEMRY,NUMMEMRY,C,N,Not applicable,NO,YES
HOUSEHOLD,NUMNONREL,NUMNONREL,N,30,30 or more people,NO,YES
HOUSEHOLD,NUMNONREL,NUMNONREL,N,.N,Not applicable,NO,YES
HOUSEHOLD,NUMOLDKIDS,NUMOLDKIDS,N,.N,Not applicable,NO,YES
HOUSEHOLD,NUMPEOPLE,NUMPEOPLE,N,30,30 or more people,NO,YES
HOUSEHOLD,NUMPEOPLE,NUMPEOPLE,N,.N,Not applicable,NO,YES
HOUSEHOLD,NUMSECFAM,NUMSECFAM,N,.N,Not applicable,NO,YES
HOUSEHOLD,NUMSEE,NUMSEE,C,1,No one has this disability,NO,YES
HOUSEHOLD,NUMSEE,NUMSEE,C,2,One person has this disability,NO,YES
HOUSEHOLD,NUMSEE,NUMSEE,C,3,2 or more have this disability,NO,YES
HOUSEHOLD,NUMSEE,NUMSEE,C,M,Not reported,NO,YES
HOUSEHOLD,NUMSEE,NUMSEE,C,N,Not applicable,NO,YES
HOUSEHOLD,NUMSUBFAM,NUMSUBFAM,N,.N,Not applicable,NO,YES
HOUSEHOLD,NUMVETS,NUMVETS,N,.N,Not applicable,NO,YES
HOUSEHOLD,NUMWALK,NUMWALK,C,1,No one has this disability,NO,YES
HOUSEHOLD,NUMWALK,NUMWALK,C,2,One person has this disability,NO,YES
HOUSEHOLD,NUMWALK,NUMWALK,C,3,2 or more have this disability,NO,YES
HOUSEHOLD,NUMWALK,NUMWALK,C,M,Not reported,NO,YES
HOUSEHOLD,NUMWALK,NUMWALK,C,N,Not applicable,NO,YES
HOUSEHOLD,NUMYNGKIDS,NUMYNGKIDS,N,.N,Not applicable,NO,YES
HOUSEHOLD,OCCAPRIL,OCCAPRIL,C,1,Yes,NO,YES
HOUSEHOLD,OCCAPRIL,OCCAPRIL,C,2,No,NO,YES
HOUSEHOLD,OCCAPRIL,OCCAPRIL,C,N,Not applicable,NO,YES
HOUSEHOLD,OCCAUGUST,OCCAUGUST,C,1,Yes,NO,YES
HOUSEHOLD,OCCAUGUST,OCCAUGUST,C,2,No,NO,YES
HOUSEHOLD,OCCAUGUST,OCCAUGUST,C,N,Not applicable,NO,YES
HOUSEHOLD,OCCDECEM,OCCDECEM,C,1,Yes,NO,YES
HOUSEHOLD,OCCDECEM,OCCDECEM,C,2,No,NO,YES
HOUSEHOLD,OCCDECEM,OCCDECEM,C,N,Not applicable,NO,YES
HOUSEHOLD,OCCFEBRU,OCCFEBRU,C,1,Yes,NO,YES
HOUSEHOLD,OCCFEBRU,OCCFEBRU,C,2,No,NO,YES
HOUSEHOLD,OCCFEBRU,OCCFEBRU,C,N,Not applicable,NO,YES
HOUSEHOLD,OCCJANUR,OCCJANUR,C,1,Yes,NO,YES
HOUSEHOLD,OCCJANUR,OCCJANUR,C,2,No,NO,YES
HOUSEHOLD,OCCJANUR,OCCJANUR,C,N,Not applicable,NO,YES
HOUSEHOLD,OCCJULY,OCCJULY,C,1,Yes,NO,YES
HOUSEHOLD,OCCJULY,OCCJULY,C,2,No,NO,YES
HOUSEHOLD,OCCJULY,OCCJULY,C,N,Not applicable,NO,YES
HOUSEHOLD,OCCJUNE,OCCJUNE,C,1,Yes,NO,YES
HOUSEHOLD,OCCJUNE,OCCJUNE,C,2,No,NO,YES
HOUSEHOLD,OCCJUNE,OCCJUNE,C,N,Not applicable,NO,YES
HOUSEHOLD,OCCMARCH,OCCMARCH,C,1,Yes,NO,YES
HOUSEHOLD,OCCMARCH,OCCMARCH,C,2,No,NO,YES
HOUSEHOLD,OCCMARCH,OCCMARCH,C,N,Not applicable,NO,YES
HOUSEHOLD,OCCMAY,OCCMAY,C,1,Yes,NO,YES
HOUSEHOLD,OCCMAY,OCCMAY,C,2,No,NO,YES
HOUSEHOLD,OCCMAY,OCCMAY,C,N,Not applicable,NO,YES
HOUSEHOLD,OCCNOVEM,OCCNOVEM,C,1,Yes,NO,YES
HOUSEHOLD,OCCNOVEM,OCCNOVEM,C,2,No,NO,YES
HOUSEHOLD,OCCNOVEM,OCCNOVEM,C,N,Not applicable,NO,YES
HOUSEHOLD,OCCOCTOB,OCCOCTOB,C,1,Yes,NO,YES
HOUSEHOLD,OCCOCTOB,OCCOCTOB,C,2,No,NO,YES
HOUSEHOLD,OCCOCTOB,OCCOCTOB,C,N,Not applicable,NO,YES
HOUSEHOLD,OCCSEPTEM,OCCSEPTEM,C,1,Yes,NO,YES
HOUSEHOLD,OCCSEPTEM,OCCSEPTEM,C,2,No,NO,YES
HOUSEHOLD,OCCSEPTEM,OCCSEPTEM,C,N,Not applicable,NO,YES
HOUSEHOLD,OCCYRRND,OCCYRRND,C,1,Yes,NO,YES
HOUSEHOLD,OCCYRRND,OCCYRRND,C,2,No,NO,YES
HOUSEHOLD,OCCYRRND,OCCYRRND,C,N,Not applicable,NO,YES
HOUSEHOLD,OILAMT,OILAMT,N,0,Unit does not use fuel oil,NO,YES
HOUSEHOLD,OILAMT,OILAMT,N,1,Vacant home: billed separately,NO,YES
HOUSEHOLD,OILAMT,OILAMT,N,2,"Occupied or vacant home: included in the rent, site rent, condominium fee, other fee, or other utility bill",NO,YES
HOUSEHOLD,OILAMT,OILAMT,N,3,Occupied home: provided free of charge,NO,YES
HOUSEHOLD,OILAMT,OILAMT,N,833,$833 or more,NO,YES
HOUSEHOLD,OILAMT,OILAMT,N,.N,Not applicable,NO,YES
HOUSEHOLD,OMB13CBSA,OMBCBSA,C,12060,"Atlanta-Sandy Springs-Roswell, GA",NO,YES
HOUSEHOLD,OMB13CBSA,OMBCBSA,C,12580,"Baltimore-Columbia-Towson, MD",NO,YES
HOUSEHOLD,OMB13CBSA,OMBCBSA,C,13820,"Birmingham-Hoover, AL",NO,YES
HOUSEHOLD,OMB13CBSA,OMBCBSA,C,14460,"Boston-Cambridge-Newton, MA-NH",NO,YES
HOUSEHOLD,OMB13CBSA,OMBCBSA,C,16980,"Chicago-Naperville-Elgin, IL-IN-WI",NO,YES
HOUSEHOLD,OMB13CBSA,OMBCBSA,C,17140,"Cincinnati, OH-KY-IN",NO,YES
HOUSEHOLD,OMB13CBSA,OMBCBSA,C,17460,"Cleveland-Elyria, OH",NO,YES
HOUSEHOLD,OMB13CBSA,OMBCBSA,C,19100,"Dallas-Fort Worth-Arlington, TX",NO,YES
HOUSEHOLD,OMB13CBSA,OMBCBSA,C,19740,"Denver-Aurora-Lakewood, CO",NO,YES
HOUSEHOLD,OMB13CBSA,OMBCBSA,C,19820,"Detroit-Warren-Dearborn, MI",NO,YES
HOUSEHOLD,OMB13CBSA,OMBCBSA,C,26420,"Houston-The Woodlands-Sugar Land, TX",NO,YES
HOUSEHOLD,OMB13CBSA,OMBCBSA,C,28140,"Kansas City, MO-KS",NO,YES
HOUSEHOLD,OMB13CBSA,OMBCBSA,C,29820,"Las Vegas-Henderson-Paradise, NV",NO,YES
HOUSEHOLD,OMB13CBSA,OMBCBSA,C,31080,"Los Angeles-Long Beach-Anaheim, CA",NO,YES
HOUSEHOLD,OMB13CBSA,OMBCBSA,C,32820,"Memphis, TN-MS-AR",NO,YES
HOUSEHOLD,OMB13CBSA,OMBCBSA,C,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",NO,YES
HOUSEHOLD,OMB13CBSA,OMBCBSA,C,33340,"Milwaukee-Waukesha-West Allis, WI",NO,YES
HOUSEHOLD,OMB13CBSA,OMBCBSA,C,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",NO,YES
HOUSEHOLD,OMB13CBSA,OMBCBSA,C,35380,"New Orleans-Metairie, LA",NO,YES
HOUSEHOLD,OMB13CBSA,OMBCBSA,C,35620,"New York-Newark-Jersey City, NY-NJ-PA",NO,YES
HOUSEHOLD,OMB13CBSA,OMBCBSA,C,36420,"Oklahoma City, OK",NO,YES
HOUSEHOLD,OMB13CBSA,OMBCBSA,C,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",NO,YES
HOUSEHOLD,OMB13CBSA,OMBCBSA,C,38060,"Phoenix-Mesa-Scottsdale, AZ",NO,YES
HOUSEHOLD,OMB13CBSA,OMBCBSA,C,38300,"Pittsburgh, PA",NO,YES
HOUSEHOLD,OMB13CBSA,OMBCBSA,C,38900,"Portland-Vancouver-Hillsboro, OR-WA",NO,YES
HOUSEHOLD,OMB13CBSA,OMBCBSA,C,39580,"Raleigh, NC",NO,YES
HOUSEHOLD,OMB13CBSA,OMBCBSA,C,40060,"Richmond, VA",NO,YES
HOUSEHOLD,OMB13CBSA,OMBCBSA,C,40140,"Riverside-San Bernardino-Ontario, CA",NO,YES
HOUSEHOLD,OMB13CBSA,OMBCBSA,C,40380,"Rochester, NY",NO,YES
HOUSEHOLD,OMB13CBSA,OMBCBSA,C,41700,"San Antonio-New Braunfels, TX",NO,YES
HOUSEHOLD,OMB13CBSA,OMBCBSA,C,41860,"San Francisco-Oakland-Hayward, CA",NO,YES
HOUSEHOLD,OMB13CBSA,OMBCBSA,C,41940,"San Jose-Sunnyvale-Santa Clara, CA",NO,YES
HOUSEHOLD,OMB13CBSA,OMBCBSA,C,42660,"Seattle-Tacoma-Bellevue, WA",NO,YES
HOUSEHOLD,OMB13CBSA,OMBCBSA,C,45300,"Tampa-St. Petersburg-Clearwater, FL",NO,YES
HOUSEHOLD,OMB13CBSA,OMBCBSA,C,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",NO,YES
HOUSEHOLD,OMB13CBSA,OMBCBSA,C,99998,All other metropolitan areas,NO,YES
HOUSEHOLD,OMB13CBSA,OMBCBSA,C,99999,Not in a metropolitan area,NO,YES
HOUSEHOLD,OTHERAMT,OTHERAMT,N,0,Unit does not use other utility,NO,YES
HOUSEHOLD,OTHERAMT,OTHERAMT,N,1,Vacant home: billed separately,NO,YES
HOUSEHOLD,OTHERAMT,OTHERAMT,N,2,"Occupied or vacant home: included in the rent, site rent, condominium fee, other fee, or other utility bill",NO,YES
HOUSEHOLD,OTHERAMT,OTHERAMT,N,3,Occupied home: provided free of charge,NO,YES
HOUSEHOLD,OTHERAMT,OTHERAMT,N,833,$833 or more,NO,YES
HOUSEHOLD,OTHERAMT,OTHERAMT,N,.N,Not applicable,NO,YES
HOUSEHOLD,OUTLET,OUTLET,C,1,All,NO,YES
HOUSEHOLD,OUTLET,OUTLET,C,2,Some,NO,YES
HOUSEHOLD,OUTLET,OUTLET,C,3,None,NO,YES
HOUSEHOLD,OUTLET,OUTLET,C,M,Not reported,NO,YES
HOUSEHOLD,OUTLET,OUTLET,C,N,Not applicable,NO,YES
HOUSEHOLD,OWNLOT,OWNLOT,C,1,Yes,NO,YES
HOUSEHOLD,OWNLOT,OWNLOT,C,2,No,NO,YES
HOUSEHOLD,OWNLOT,OWNLOT,C,M,Not reported,NO,YES
HOUSEHOLD,OWNLOT,OWNLOT,C,N,Not applicable,NO,YES
HOUSEHOLD,PAINTPEEL,PAINTPEEL,C,1,Yes,NO,YES
HOUSEHOLD,PAINTPEEL,PAINTPEEL,C,2,No,NO,YES
HOUSEHOLD,PARTNER,PARTNER,C,0,No unmarried partner in household,NO,YES
HOUSEHOLD,PARTNER,PARTNER,C,1,"Male householder, male partner",NO,YES
HOUSEHOLD,PARTNER,PARTNER,C,2,"Male householder, female partner",NO,YES
HOUSEHOLD,PARTNER,PARTNER,C,3,"Female householder, female partner",NO,YES
HOUSEHOLD,PARTNER,PARTNER,C,4,"Female householder, male partner",NO,YES
HOUSEHOLD,PARTNER,PARTNER,C,N,Not applicable,NO,YES
HOUSEHOLD,PERMNEAR,PERMNEAR,C,1,Yes,NO,YES
HOUSEHOLD,PERMNEAR,PERMNEAR,C,2,No,NO,YES
HOUSEHOLD,PERMNEAR,PERMNEAR,C,M,Not reported,NO,YES
HOUSEHOLD,PERMNEAR,PERMNEAR,C,N,Not applicable,NO,YES
HOUSEHOLD,PERPOVLVL,PERPOVLVL,N,1,Household income less than or equal to 0,NO,YES
HOUSEHOLD,PERPOVLVL,PERPOVLVL,N,.N,Not applicable,NO,YES
HOUSEHOLD,PLUGS,PLUGS,C,1,Yes,NO,YES
HOUSEHOLD,PLUGS,PLUGS,C,2,No,NO,YES
HOUSEHOLD,PLUGS,PLUGS,C,N,Not applicable,NO,YES
HOUSEHOLD,POOLSAFE,POOLSAFE,C,1,Has fenced pool,NO,YES
HOUSEHOLD,POOLSAFE,POOLSAFE,C,2,Has non-fenced pool,NO,YES
HOUSEHOLD,POOLSAFE,POOLSAFE,C,3,"Has pool, don't know if pool is fenced",NO,YES
HOUSEHOLD,POOLSAFE,POOLSAFE,C,4,No access to outdoor pool,NO,YES
HOUSEHOLD,POOLSAFE,POOLSAFE,C,M,Not reported,NO,YES
HOUSEHOLD,POOLSAFE,POOLSAFE,C,N,Not applicable,NO,YES
HOUSEHOLD,PORCH,PORCH,C,1,Yes,NO,YES
HOUSEHOLD,PORCH,PORCH,C,2,No,NO,YES
HOUSEHOLD,PORCH,PORCH,C,N,Not applicable,NO,YES
HOUSEHOLD,POVLVLINC,POVLVLINC,N,.N,Not applicable,NO,YES
HOUSEHOLD,PROTAXAMT,PROTAXAMT,N,8300,"$8,300 or more",NO,YES
HOUSEHOLD,PROTAXAMT,PROTAXAMT,N,.N,Not applicable,NO,YES
HOUSEHOLD,RADONACT,RADONACT,C,1,Yes,NO,YES
HOUSEHOLD,RADONACT,RADONACT,C,2,No,NO,YES
HOUSEHOLD,RADONACT,RADONACT,C,M,Not reported,NO,YES
HOUSEHOLD,RADONACT,RADONACT,C,N,Not applicable,NO,YES
HOUSEHOLD,RADONSUG,RADONSUG,C,1,Yes,NO,YES
HOUSEHOLD,RADONSUG,RADONSUG,C,2,No,NO,YES
HOUSEHOLD,RADONSUG,RADONSUG,C,M,Not reported,NO,YES
HOUSEHOLD,RADONSUG,RADONSUG,C,N,Not applicable,NO,YES
HOUSEHOLD,RADONTEST,RADONTEST,C,1,Yes,NO,YES
HOUSEHOLD,RADONTEST,RADONTEST,C,2,No,NO,YES
HOUSEHOLD,RADONTEST,RADONTEST,C,M,Not reported,NO,YES
HOUSEHOLD,RADONTEST,RADONTEST,C,N,Not applicable,NO,YES
HOUSEHOLD,RATINGHS,RATINGHS,N,.M,Not reported,NO,YES
HOUSEHOLD,RATINGHS,RATINGHS,N,.N,Not applicable,NO,YES
HOUSEHOLD,RATINGNH,RATINGNH,N,.M,Not reported,NO,YES
HOUSEHOLD,RATINGNH,RATINGNH,N,.N,Not applicable,NO,YES
HOUSEHOLD,REMODAMT,REMODAMT,N,9999998,"$9,999,998 or more",NO,YES
HOUSEHOLD,REMODAMT,REMODAMT,N,.N,Not applicable,NO,YES
HOUSEHOLD,REMODJOBS,REMODJOBS,N,.N,Not applicable,NO,YES
HOUSEHOLD,RENT,RENT,N,0,Vacant or URE unit where rent will depend on the occupant's income,NO,YES
HOUSEHOLD,RENT,RENT,N,29998,"$29,998 or more",NO,YES
HOUSEHOLD,RENT,RENT,N,.N,Not applicable,NO,YES
HOUSEHOLD,RENTCNTRL,RENTCNTRL,C,1,Yes,NO,YES
HOUSEHOLD,RENTCNTRL,RENTCNTRL,C,2,No,NO,YES
HOUSEHOLD,RENTCNTRL,RENTCNTRL,C,M,Not reported,NO,YES
HOUSEHOLD,RENTCNTRL,RENTCNTRL,C,N,Not applicable,NO,YES
HOUSEHOLD,RENTSUB,RENTSUB,C,1,Public housing,NO,YES
HOUSEHOLD,RENTSUB,RENTSUB,C,2,Portable voucher,NO,YES
HOUSEHOLD,RENTSUB,RENTSUB,C,3,Non-portable voucher,NO,YES
HOUSEHOLD,RENTSUB,RENTSUB,C,4,Other government subsidy,NO,YES
HOUSEHOLD,RENTSUB,RENTSUB,C,5,Rent reduction requiring annual recertification not reported elsewhere,NO,YES
HOUSEHOLD,RENTSUB,RENTSUB,C,6,Rent reduction because household member works for owner,NO,YES
HOUSEHOLD,RENTSUB,RENTSUB,C,7,Rent reduction because household member related to owner,NO,YES
HOUSEHOLD,RENTSUB,RENTSUB,C,8,No rental subsidy or reduction,NO,YES
HOUSEHOLD,RENTSUB,RENTSUB,C,M,Not reported,NO,YES
HOUSEHOLD,RENTSUB,RENTSUB,C,N,Not applicable,NO,YES
HOUSEHOLD,RMCHANGE,RMCHANGE,C,1,Yes,NO,YES
HOUSEHOLD,RMCHANGE,RMCHANGE,C,2,No,NO,YES
HOUSEHOLD,RMCHANGE,RMCHANGE,C,M,Not reported,NO,YES
HOUSEHOLD,RMCHANGE,RMCHANGE,C,N,Not applicable,NO,YES
HOUSEHOLD,RMCOMMUTE,RMCOMMUTE,C,1,Yes,NO,YES
HOUSEHOLD,RMCOMMUTE,RMCOMMUTE,C,2,No,NO,YES
HOUSEHOLD,RMCOMMUTE,RMCOMMUTE,C,M,Not reported,NO,YES
HOUSEHOLD,RMCOMMUTE,RMCOMMUTE,C,N,Not applicable,NO,YES
HOUSEHOLD,RMCOSTS,RMCOSTS,C,1,Yes,NO,YES
HOUSEHOLD,RMCOSTS,RMCOSTS,C,2,No,NO,YES
HOUSEHOLD,RMCOSTS,RMCOSTS,C,M,Not reported,NO,YES
HOUSEHOLD,RMCOSTS,RMCOSTS,C,N,Not applicable,NO,YES
HOUSEHOLD,RMFAMILY,RMFAMILY,C,1,Yes,NO,YES
HOUSEHOLD,RMFAMILY,RMFAMILY,C,2,No,NO,YES
HOUSEHOLD,RMFAMILY,RMFAMILY,C,M,Not reported,NO,YES
HOUSEHOLD,RMFAMILY,RMFAMILY,C,N,Not applicable,NO,YES
HOUSEHOLD,RMHOME,RMHOME,C,1,Yes,NO,YES
HOUSEHOLD,RMHOME,RMHOME,C,2,No,NO,YES
HOUSEHOLD,RMHOME,RMHOME,C,M,Not reported,NO,YES
HOUSEHOLD,RMHOME,RMHOME,C,N,Not applicable,NO,YES
HOUSEHOLD,RMHOOD,RMHOOD,C,1,Yes,NO,YES
HOUSEHOLD,RMHOOD,RMHOOD,C,2,No,NO,YES
HOUSEHOLD,RMHOOD,RMHOOD,C,M,Not reported,NO,YES
HOUSEHOLD,RMHOOD,RMHOOD,C,N,Not applicable,NO,YES
HOUSEHOLD,RMJOB,RMJOB,C,1,Yes,NO,YES
HOUSEHOLD,RMJOB,RMJOB,C,2,No,NO,YES
HOUSEHOLD,RMJOB,RMJOB,C,M,Not reported,NO,YES
HOUSEHOLD,RMJOB,RMJOB,C,N,Not applicable,NO,YES
HOUSEHOLD,RMOTHER,RMOTHER,C,1,Yes,NO,YES
HOUSEHOLD,RMOTHER,RMOTHER,C,2,No,NO,YES
HOUSEHOLD,RMOTHER,RMOTHER,C,M,Not reported,NO,YES
HOUSEHOLD,RMOTHER,RMOTHER,C,N,Not applicable,NO,YES
HOUSEHOLD,RMOWNHH,RMOWNHH,C,1,Yes,NO,YES
HOUSEHOLD,RMOWNHH,RMOWNHH,C,2,No,NO,YES
HOUSEHOLD,RMOWNHH,RMOWNHH,C,M,Not reported,NO,YES
HOUSEHOLD,RMOWNHH,RMOWNHH,C,N,Not applicable,NO,YES
HOUSEHOLD,ROACH,ROACH,C,1,Seen daily in the last 12 months,NO,YES
HOUSEHOLD,ROACH,ROACH,C,2,Seen weekly in the last 12 months,NO,YES
HOUSEHOLD,ROACH,ROACH,C,3,Seen monthly in the last 12 months,NO,YES
HOUSEHOLD,ROACH,ROACH,C,4,Seen a few times in the last 12 months,NO,YES
HOUSEHOLD,ROACH,ROACH,C,5,No signs in the last 12 months,NO,YES
HOUSEHOLD,ROACH,ROACH,C,N,Not applicable,NO,YES
HOUSEHOLD,RODENT,RODENT,C,1,Seen daily in the last 12 months,NO,YES
HOUSEHOLD,RODENT,RODENT,C,2,Seen weekly in the last 12 months,NO,YES
HOUSEHOLD,RODENT,RODENT,C,3,Seen monthly in the last 12 months,NO,YES
HOUSEHOLD,RODENT,RODENT,C,4,Seen a few times in the last 12 months,NO,YES
HOUSEHOLD,RODENT,RODENT,C,5,No signs in the last 12 months,NO,YES
HOUSEHOLD,RODENT,RODENT,C,N,Not applicable,NO,YES
HOUSEHOLD,ROOFHOLE,ROOFHOLE,C,1,Yes,NO,YES
HOUSEHOLD,ROOFHOLE,ROOFHOLE,C,2,No,NO,YES
HOUSEHOLD,ROOFHOLE,ROOFHOLE,C,M,Not reported,NO,YES
HOUSEHOLD,ROOFHOLE,ROOFHOLE,C,N,Not applicable,NO,YES
HOUSEHOLD,ROOFSAG,ROOFSAG,C,1,Yes,NO,YES
HOUSEHOLD,ROOFSAG,ROOFSAG,C,2,No,NO,YES
HOUSEHOLD,ROOFSAG,ROOFSAG,C,M,Not reported,NO,YES
HOUSEHOLD,ROOFSAG,ROOFSAG,C,N,Not applicable,NO,YES
HOUSEHOLD,ROOFSHIN,ROOFSHIN,C,1,Yes,NO,YES
HOUSEHOLD,ROOFSHIN,ROOFSHIN,C,2,No,NO,YES
HOUSEHOLD,ROOFSHIN,ROOFSHIN,C,M,Not reported,NO,YES
HOUSEHOLD,ROOFSHIN,ROOFSHIN,C,N,Not applicable,NO,YES
HOUSEHOLD,SAFEU7KD,SAFEUKD,C,1,Yes,NO,YES
HOUSEHOLD,SAFEU7KD,SAFEUKD,C,2,No,NO,YES
HOUSEHOLD,SAFEU7KD,SAFEUKD,C,M,Not reported,NO,YES
HOUSEHOLD,SAFEU7KD,SAFEUKD,C,N,Not applicable,NO,YES
HOUSEHOLD,SEARCHFAM,SEARCHFAM,C,1,Yes,NO,YES
HOUSEHOLD,SEARCHFAM,SEARCHFAM,C,2,No,NO,YES
HOUSEHOLD,SEARCHFAM,SEARCHFAM,C,M,Not reported,NO,YES
HOUSEHOLD,SEARCHFAM,SEARCHFAM,C,N,Not applicable,NO,YES
HOUSEHOLD,SEARCHLIST,SEARCHLIST,C,1,Yes,NO,YES
HOUSEHOLD,SEARCHLIST,SEARCHLIST,C,2,No,NO,YES
HOUSEHOLD,SEARCHLIST,SEARCHLIST,C,M,Not reported,NO,YES
HOUSEHOLD,SEARCHLIST,SEARCHLIST,C,N,Not applicable,NO,YES
HOUSEHOLD,SEARCHNET,SEARCHNET,C,1,Yes,NO,YES
HOUSEHOLD,SEARCHNET,SEARCHNET,C,2,No,NO,YES
HOUSEHOLD,SEARCHNET,SEARCHNET,C,M,Not reported,NO,YES
HOUSEHOLD,SEARCHNET,SEARCHNET,C,N,Not applicable,NO,YES
HOUSEHOLD,SEARCHOTH,SEARCHOTH,C,1,Yes,NO,YES
HOUSEHOLD,SEARCHOTH,SEARCHOTH,C,2,No,NO,YES
HOUSEHOLD,SEARCHOTH,SEARCHOTH,C,M,Not reported,NO,YES
HOUSEHOLD,SEARCHOTH,SEARCHOTH,C,N,Not applicable,NO,YES
