Table,NAME,FMTName,Type,Value,Label,Flat,
HOUSEHOLD,CEFHELPNBOR,CEFHELPNBOR,C,D,Don't know,NO,
HOUSEHOLD,CEFHELPNBOR,CEFHELPNBOR,C,R,Refused,NO,
HOUSEHOLD,CEFSHARVALS,CEFSHARVALS,C,1,Strongly agree,NO,
HOUSEHOLD,CEFSHARVALS,CEFSHARVALS,C,2,Somewhat agree,NO,
HOUSEHOLD,CEFSHARVALS,CEFSHARVALS,C,3,Somewhat disagree,NO,
HOUSEHOLD,CEFSHARVALS,CEFSHARVALS,C,4,Strongly disagree,NO,
HOUSEHOLD,CEFSHARVALS,CEFSHARVALS,C,B,Not applicable,NO,
HOUSEHOLD,CEFSHARVALS,CEFSHARVALS,C,D,Don't know,NO,
HOUSEHOLD,CEFSHARVALS,CEFSHARVALS,C,R,Refused,NO,
HOUSEHOLD,CEFSKIPSCHL,CEFSKIPSCHL,C,1,Very likely,NO,
HOUSEHOLD,CEFSKIPSCHL,CEFSKIPSCHL,C,2,Likely,NO,
HOUSEHOLD,CEFSKIPSCHL,CEFSKIPSCHL,C,3,Unlikely,NO,
HOUSEHOLD,CEFSKIPSCHL,CEFSKIPSCHL,C,4,Very unlikely,NO,
HOUSEHOLD,CEFSKIPSCHL,CEFSKIPSCHL,C,B,Not applicable,NO,
HOUSEHOLD,CEFSKIPSCHL,CEFSKIPSCHL,C,D,Don't know,NO,
HOUSEHOLD,CEFSKIPSCHL,CEFSKIPSCHL,C,R,Refused,NO,
HOUSEHOLD,CEFSPKMEETG,CEFSPKMEETG,C,1,Yes,NO,
HOUSEHOLD,CEFSPKMEETG,CEFSPKMEETG,C,2,No,NO,
HOUSEHOLD,CEFSPKMEETG,CEFSPKMEETG,C,B,Not applicable,NO,
HOUSEHOLD,CEFSPKMEETG,CEFSPKMEETG,C,D,Don't know,NO,
HOUSEHOLD,CEFSPKMEETG,CEFSPKMEETG,C,R,Refused,NO,
HOUSEHOLD,CEFSPKNBORS,CEFSPKNBORS,C,1,Yes,NO,
HOUSEHOLD,CEFSPKNBORS,CEFSPKNBORS,C,2,No,NO,
HOUSEHOLD,CEFSPKNBORS,CEFSPKNBORS,C,B,Not applicable,NO,
HOUSEHOLD,CEFSPKNBORS,CEFSPKNBORS,C,D,Don't know,NO,
HOUSEHOLD,CEFSPKNBORS,CEFSPKNBORS,C,R,Refused,NO,
HOUSEHOLD,CEFSPKOFFCL,CEFSPKOFFCL,C,1,Yes,NO,
HOUSEHOLD,CEFSPKOFFCL,CEFSPKOFFCL,C,2,No,NO,
HOUSEHOLD,CEFSPKOFFCL,CEFSPKOFFCL,C,B,Not applicable,NO,
HOUSEHOLD,CEFSPKOFFCL,CEFSPKOFFCL,C,D,Don't know,NO,
HOUSEHOLD,CEFSPKOFFCL,CEFSPKOFFCL,C,R,Refused,NO,
HOUSEHOLD,CEFSPKPRBLM,CEFSPKPRBLM,C,1,Yes,NO,
HOUSEHOLD,CEFSPKPRBLM,CEFSPKPRBLM,C,2,No,NO,
HOUSEHOLD,CEFSPKPRBLM,CEFSPKPRBLM,C,B,Not applicable,NO,
HOUSEHOLD,CEFSPKPRBLM,CEFSPKPRBLM,C,D,Don't know,NO,
HOUSEHOLD,CEFSPKPRBLM,CEFSPKPRBLM,C,R,Refused,NO,
HOUSEHOLD,CEFSPKRELG,CEFSPKRELG,C,1,Yes,NO,
HOUSEHOLD,CEFSPKRELG,CEFSPKRELG,C,2,No,NO,
HOUSEHOLD,CEFSPKRELG,CEFSPKRELG,C,B,Not applicable,NO,
HOUSEHOLD,CEFSPKRELG,CEFSPKRELG,C,D,Don't know,NO,
HOUSEHOLD,CEFSPKRELG,CEFSPKRELG,C,R,Refused,NO,
HOUSEHOLD,CEFSPRYPNT,CEFSPRYPNT,C,1,Very likely,NO,
HOUSEHOLD,CEFSPRYPNT,CEFSPRYPNT,C,2,Likely,NO,
HOUSEHOLD,CEFSPRYPNT,CEFSPRYPNT,C,3,Unlikely,NO,
HOUSEHOLD,CEFSPRYPNT,CEFSPRYPNT,C,4,Very unlikely,NO,
HOUSEHOLD,CEFSPRYPNT,CEFSPRYPNT,C,B,Not applicable,NO,
HOUSEHOLD,CEFSPRYPNT,CEFSPRYPNT,C,D,Don't know,NO,
HOUSEHOLD,CEFSPRYPNT,CEFSPRYPNT,C,R,Refused,NO,
HOUSEHOLD,CEFTRUSTED,CEFTRUSTED,C,1,Strongly agree,NO,
HOUSEHOLD,CEFTRUSTED,CEFTRUSTED,C,2,Somewhat agree,NO,
HOUSEHOLD,CEFTRUSTED,CEFTRUSTED,C,3,Somewhat disagree,NO,
HOUSEHOLD,CEFTRUSTED,CEFTRUSTED,C,4,Strongly disagree,NO,
HOUSEHOLD,CEFTRUSTED,CEFTRUSTED,C,B,Not applicable,NO,
HOUSEHOLD,CEFTRUSTED,CEFTRUSTED,C,D,Don't know,NO,
HOUSEHOLD,CEFTRUSTED,CEFTRUSTED,C,R,Refused,NO,
HOUSEHOLD,CELLAR,CELLAR,C,1,With basement under all of the house,NO,
HOUSEHOLD,CELLAR,CELLAR,C,2,With basement under part of the house,NO,
HOUSEHOLD,CELLAR,CELLAR,C,3,With crawl space,NO,
HOUSEHOLD,CELLAR,CELLAR,C,4,On a concrete slab,NO,
HOUSEHOLD,CELLAR,CELLAR,C,5,In some other way,NO,
HOUSEHOLD,CELLAR,CELLAR,C,B,Not applicable,NO,
HOUSEHOLD,CFUEL,CFUEL,C,1,Electricity,NO,
HOUSEHOLD,CFUEL,CFUEL,C,2,Gas,NO,
HOUSEHOLD,CFUEL,CFUEL,C,3,Kerosene or other liquid fuel,NO,
HOUSEHOLD,CFUEL,CFUEL,C,4,Coal or coke,NO,
HOUSEHOLD,CFUEL,CFUEL,C,5,Wood,NO,
HOUSEHOLD,CFUEL,CFUEL,C,6,Other fuel,NO,
HOUSEHOLD,CFUEL,CFUEL,C,7,No fuel used,NO,
HOUSEHOLD,CFUEL,CFUEL,C,B,Not applicable,NO,
HOUSEHOLD,CLIMB,CLIMB,N,0,Same floor,NO,
HOUSEHOLD,CLIMB,CLIMB,N,21,21 or more,NO,
HOUSEHOLD,CLIMB,CLIMB,N,.B,Not applicable,NO,
HOUSEHOLD,CLPEVA,CLPEVA,N,.,Not reported,NO,
HOUSEHOLD,CLPEVA,CLPEVA,N,.B,Not applicable,NO,
HOUSEHOLD,CMSA,CMSA,C,7,"Boston - Lawrence - Salem, MA-NH",NO,
HOUSEHOLD,CMSA,CMSA,C,10,"Buffalo - Niagara Falls, NY",NO,
HOUSEHOLD,CMSA,CMSA,C,31,"Dallas - Ft. Worth, TX",NO,
HOUSEHOLD,CMSA,CMSA,C,34,"Denver - Boulder, CO",NO,
HOUSEHOLD,CMSA,CMSA,C,41,"Hartford - New Britain - Middletown, CT",NO,
HOUSEHOLD,CMSA,CMSA,C,47,"Kansas City, MO - Kansas City, KS",NO,
HOUSEHOLD,CMSA,CMSA,C,49,"Los Angeles - Anaheim - Riverside, CA",NO,
HOUSEHOLD,CMSA,CMSA,C,56,"Miami - Ft. Lauderdale, FL",NO,
HOUSEHOLD,CMSA,CMSA,C,70,"New York - Northern New Jersey - Long Island, NY - NJ - CT",NO,
HOUSEHOLD,CMSA,CMSA,C,78,"Pittsburgh - Beaver Valley, PA",NO,
HOUSEHOLD,CMSA,CMSA,C,79,"Portland - Vancouver, OR - WA",NO,
HOUSEHOLD,CMSA,CMSA,C,80,"Providence - Pawtucket - Fall River, RI - MA",NO,
HOUSEHOLD,CMSA,CMSA,C,82,"St. Louis - East St. Louis - Alton, MO - IL",NO,
HOUSEHOLD,CMSA,CMSA,C,91,"Seattle - Tacoma, WA",NO,
HOUSEHOLD,CMSA,CMSA,C,99,CMSA not identified,NO,
HOUSEHOLD,COKST,COKST,C,1,Yes,NO,
HOUSEHOLD,COKST,COKST,C,2,No,NO,
HOUSEHOLD,COKST,COKST,C,B,Not applicable,NO,
HOUSEHOLD,COKST,COKST,C,D,Don't know,NO,
HOUSEHOLD,CONDO,CONDO,C,1,Condo or cooperative,NO,
HOUSEHOLD,CONDO,CONDO,C,3,Not condo or cooperative,NO,
HOUSEHOLD,CONFEE,CONFEE,N,.,Not reported,NO,
HOUSEHOLD,CONFEE,CONFEE,N,9995,"$9,990 to $9,999 or more",NO,
HOUSEHOLD,CONFEE,CONFEE,N,.B,Not applicable,NO,
HOUSEHOLD,COOK,COOK,C,1,Yes,NO,
HOUSEHOLD,COOK,COOK,C,2,No,NO,
HOUSEHOLD,CPRICE,CPRICE,N,.,Not reported,NO,
HOUSEHOLD,CPRICE,CPRICE,N,.B,Not applicable,NO,
HOUSEHOLD,CPRICE,CPRICE,N,.D,Don't know,NO,
HOUSEHOLD,CPRICE,CPRICE,N,.R,Refused,NO,
HOUSEHOLD,CRACKS,CRACKS,C,1,Yes,NO,
HOUSEHOLD,CRACKS,CRACKS,C,2,No,NO,
HOUSEHOLD,CROPSL,CROPSL,C,1,Yes,NO,
HOUSEHOLD,CROPSL,CROPSL,C,2,No,NO,
HOUSEHOLD,CROPSL,CROPSL,C,B,Not applicable,NO,
HOUSEHOLD,CROPSL,CROPSL,C,D,Don't know,NO,
HOUSEHOLD,CROPSL,CROPSL,C,R,Refused,NO,
HOUSEHOLD,CSTMNT,CSTMNT,N,.,Not reported,NO,
HOUSEHOLD,CSTMNT,CSTMNT,N,9998,"$9,998 or more",NO,
HOUSEHOLD,CSTMNT,CSTMNT,N,.D,Don't know,NO,
HOUSEHOLD,CSTMNT,CSTMNT,N,.R,Refused,NO,
HOUSEHOLD,CUSHOM,CUSHOM,C,,Not reported,NO,
HOUSEHOLD,CUSHOM,CUSHOM,C,1,Buy the house already built,NO,
HOUSEHOLD,CUSHOM,CUSHOM,C,2,Sign a sales agreement that included the land as well as the cost of building the unit,NO,
HOUSEHOLD,CUSHOM,CUSHOM,C,3,Have a general contractor build it on your own land (also includes leased land),NO,
HOUSEHOLD,CUSHOM,CUSHOM,C,4,Build it yourself on your own land,NO,
HOUSEHOLD,CUSHOM,CUSHOM,C,5,Receive it as a gift or inheritance,NO,
HOUSEHOLD,CUSHOM,CUSHOM,C,B,Not applicable,NO,
HOUSEHOLD,CUSHOM,CUSHOM,C,D,Don't know,NO,
HOUSEHOLD,CUSHOM,CUSHOM,C,R,Refused,NO,
HOUSEHOLD,DBEVICLK,DBEVICLK,C,1,Very likely,NO,
HOUSEHOLD,DBEVICLK,DBEVICLK,C,2,Somewhat likely,NO,
HOUSEHOLD,DBEVICLK,DBEVICLK,C,3,Not very likely,NO,
HOUSEHOLD,DBEVICLK,DBEVICLK,C,B,Not applicable,NO,
HOUSEHOLD,DBEVICLK,DBEVICLK,C,D,Don't know,NO,
HOUSEHOLD,DBEVICLK,DBEVICLK,C,R,Refused,NO,
HOUSEHOLD,DBEVICNOTE,DBEVICNOTE,C,1,Yes,NO,
HOUSEHOLD,DBEVICNOTE,DBEVICNOTE,C,2,No,NO,
HOUSEHOLD,DBEVICNOTE,DBEVICNOTE,C,B,Not applicable,NO,
HOUSEHOLD,DBEVICNOTE,DBEVICNOTE,C,D,Don't know,NO,
HOUSEHOLD,DBEVICNOTE,DBEVICNOTE,C,R,Refused,NO,
HOUSEHOLD,DBEVICTHT,DBEVICTHT,C,1,Yes,NO,
HOUSEHOLD,DBEVICTHT,DBEVICTHT,C,2,No,NO,
HOUSEHOLD,DBEVICTHT,DBEVICTHT,C,B,Not applicable,NO,
HOUSEHOLD,DBEVICTHT,DBEVICTHT,C,D,Don't know,NO,
HOUSEHOLD,DBEVICTHT,DBEVICTHT,C,R,Refused,NO,
HOUSEHOLD,DBEVICWHERE,DBEVICWHERE,C,1,New home,NO,
HOUSEHOLD,DBEVICWHERE,DBEVICWHERE,C,2,Friends,NO,
HOUSEHOLD,DBEVICWHERE,DBEVICWHERE,C,3,Family,NO,
HOUSEHOLD,DBEVICWHERE,DBEVICWHERE,C,4,Different places,NO,
HOUSEHOLD,DBEVICWHERE,DBEVICWHERE,C,5,Shelter,NO,
HOUSEHOLD,DBEVICWHERE,DBEVICWHERE,C,B,Not applicable,NO,
HOUSEHOLD,DBEVICWHERE,DBEVICWHERE,C,D,Don't know,NO,
HOUSEHOLD,DBEVICWHERE,DBEVICWHERE,C,R,Refused,NO,
HOUSEHOLD,DBFORCWHR,DBFORCWHR,C,1,New home,NO,
HOUSEHOLD,DBFORCWHR,DBFORCWHR,C,2,Friends,NO,
HOUSEHOLD,DBFORCWHR,DBFORCWHR,C,3,Family,NO,
HOUSEHOLD,DBFORCWHR,DBFORCWHR,C,4,Different places,NO,
HOUSEHOLD,DBFORCWHR,DBFORCWHR,C,5,Shelter,NO,
HOUSEHOLD,DBFORCWHR,DBFORCWHR,C,B,Not applicable,NO,
HOUSEHOLD,DBFORCWHR,DBFORCWHR,C,D,Don't know,NO,
HOUSEHOLD,DBFORCWHR,DBFORCWHR,C,R,Refused,NO,
HOUSEHOLD,DBGRPNUM,DBGRPNUM,N,0,0 out-mover groups,NO,
HOUSEHOLD,DBGRPNUM,DBGRPNUM,N,1,1 out-mover group,NO,
HOUSEHOLD,DBGRPNUM,DBGRPNUM,N,2,2 out-mover groups,NO,
HOUSEHOLD,DBGRPNUM,DBGRPNUM,N,3,3 or more out-mover groups,NO,
HOUSEHOLD,DBGRPNUM,DBGRPNUM,N,.B,Not applicable,NO,
HOUSEHOLD,DBIN1REAS,DBINREAS,C,1,"Financial reasons (e.g., could not afford it anymore)",NO,
HOUSEHOLD,DBIN1REAS,DBINREAS,C,2,"Crowding, conflict, or violence in the household",NO,
HOUSEHOLD,DBIN1REAS,DBINREAS,C,3,"A major change in family (marriage, new relationship, divorce, death, separation)",NO,
HOUSEHOLD,DBIN1REAS,DBINREAS,C,4,Health reasons,NO,
HOUSEHOLD,DBIN1REAS,DBINREAS,C,5,To be closer to work or job,NO,
HOUSEHOLD,DBIN1REAS,DBINREAS,C,6,School or military,NO,
HOUSEHOLD,DBIN1REAS,DBINREAS,C,7,Wanted a better home or neighborhood,NO,
HOUSEHOLD,DBIN1REAS,DBINREAS,C,8,To be with or closer to family or friends,NO,
HOUSEHOLD,DBIN1REAS,DBINREAS,C,9,To establish own household,NO,
HOUSEHOLD,DBIN1REAS,DBINREAS,C,10,Other,NO,
HOUSEHOLD,DBIN1REAS,DBINREAS,C,B,Not applicable,NO,
HOUSEHOLD,DBIN1REAS,DBINREAS,C,D,Don't know,NO,
HOUSEHOLD,DBIN1REAS,DBINREAS,C,R,Refused,NO,
HOUSEHOLD,DBIN1VOL,DBINVOL,C,1,Asked to leave,NO,
HOUSEHOLD,DBIN1VOL,DBINVOL,C,2,Left voluntarily,NO,
HOUSEHOLD,DBIN1VOL,DBINVOL,C,3,Left for some other reason,NO,
HOUSEHOLD,DBIN1VOL,DBINVOL,C,B,Not applicable,NO,
HOUSEHOLD,DBIN1VOL,DBINVOL,C,D,Don't know,NO,
HOUSEHOLD,DBIN1VOL,DBINVOL,C,R,Refused,NO,
HOUSEHOLD,DBIN1WHER,DBINWHER,C,1,His / her / their own place,NO,
HOUSEHOLD,DBIN1WHER,DBINWHER,C,2,The home of relatives or friends,NO,
HOUSEHOLD,DBIN1WHER,DBINWHER,C,3,"Student or military dormitories, barracks, or similar location",NO,
HOUSEHOLD,DBIN1WHER,DBINWHER,C,4,Foster care,NO,
HOUSEHOLD,DBIN1WHER,DBINWHER,C,5,A treatment program such as a hospital or nursing home,NO,
HOUSEHOLD,DBIN1WHER,DBINWHER,C,6,Jail or prison,NO,
HOUSEHOLD,DBIN1WHER,DBINWHER,C,7,A shelter or other homeless program facility,NO,
HOUSEHOLD,DBIN1WHER,DBINWHER,C,8,"A place not meant for people to live (e.g., park, sidewalk, abandoned building, car)",NO,
HOUSEHOLD,DBIN1WHER,DBINWHER,C,9,Other (specify),NO,
HOUSEHOLD,DBIN1WHER,DBINWHER,C,B,Not applicable,NO,
HOUSEHOLD,DBIN1WHER,DBINWHER,C,D,Don't know,NO,
HOUSEHOLD,DBIN1WHER,DBINWHER,C,R,Refused,NO,
HOUSEHOLD,DBIN1WHY,DBINWHY,C,1,Yes,NO,
HOUSEHOLD,DBIN1WHY,DBINWHY,C,2,No,NO,
HOUSEHOLD,DBIN1WHY,DBINWHY,C,B,Not applicable,NO,
HOUSEHOLD,DBIN1WHY,DBINWHY,C,D,Don't know,NO,
HOUSEHOLD,DBIN1WHY,DBINWHY,C,R,Refused,NO,
HOUSEHOLD,DBINFORC,DBINFORC,C,1,Yes,NO,
HOUSEHOLD,DBINFORC,DBINFORC,C,2,No,NO,
HOUSEHOLD,DBINFORC,DBINFORC,C,B,Not applicable,NO,
HOUSEHOLD,DBINFORC,DBINFORC,C,D,Don't know,NO,
HOUSEHOLD,DBINFORC,DBINFORC,C,R,Refused,NO,
HOUSEHOLD,DBLVEFORC,DBLVEFORC,C,1,Very likely,NO,
HOUSEHOLD,DBLVEFORC,DBLVEFORC,C,2,Somewhat likely,NO,
HOUSEHOLD,DBLVEFORC,DBLVEFORC,C,3,Not very likely,NO,
HOUSEHOLD,DBLVEFORC,DBLVEFORC,C,B,Not applicable,NO,
HOUSEHOLD,DBLVEFORC,DBLVEFORC,C,D,Don't know,NO,
HOUSEHOLD,DBLVEFORC,DBLVEFORC,C,R,Refused,NO,
HOUSEHOLD,DBMISSMORT,DBMISSMORT,C,1,Missed 1 payment in last three months,NO,
HOUSEHOLD,DBMISSMORT,DBMISSMORT,C,2,Missed 2 payments in last three months,NO,
HOUSEHOLD,DBMISSMORT,DBMISSMORT,C,3,Missed 3 payments in last three months,NO,
HOUSEHOLD,DBMISSMORT,DBMISSMORT,C,4,No missed payments,NO,
HOUSEHOLD,DBMISSMORT,DBMISSMORT,C,B,Not applicable,NO,
HOUSEHOLD,DBMISSMORT,DBMISSMORT,C,D,Don't know,NO,
HOUSEHOLD,DBMISSMORT,DBMISSMORT,C,R,Refused,NO,
HOUSEHOLD,DBMISSRENT,DBMISSRENT,C,1,Missed 1 payment in last three months,NO,
HOUSEHOLD,DBMISSRENT,DBMISSRENT,C,2,Missed 2 payments in last three months,NO,
HOUSEHOLD,DBMISSRENT,DBMISSRENT,C,3,Missed 3 payments in last three months,NO,
HOUSEHOLD,DBMISSRENT,DBMISSRENT,C,4,No missed payments,NO,
HOUSEHOLD,DBMISSRENT,DBMISSRENT,C,B,Not applicable,NO,
HOUSEHOLD,DBMISSRENT,DBMISSRENT,C,D,Don't know,NO,
HOUSEHOLD,DBMISSRENT,DBMISSRENT,C,R,Refused,NO,
HOUSEHOLD,DBMORTFORC,DBMORTFORC,C,1,Yes,NO,
HOUSEHOLD,DBMORTFORC,DBMORTFORC,C,2,No,NO,
HOUSEHOLD,DBMORTFORC,DBMORTFORC,C,B,Not applicable,NO,
HOUSEHOLD,DBMORTFORC,DBMORTFORC,C,D,Don't know,NO,
HOUSEHOLD,DBMORTFORC,DBMORTFORC,C,R,Refused,NO,
HOUSEHOLD,DBOUT1LEN,DBOUTLEN,C,1,Less than 2 weeks,NO,
HOUSEHOLD,DBOUT1LEN,DBOUTLEN,C,2,About 2 to 4 weeks,NO,
HOUSEHOLD,DBOUT1LEN,DBOUTLEN,C,3,About 1 to 3 months,NO,
HOUSEHOLD,DBOUT1LEN,DBOUTLEN,C,4,About 4 to 6 months,NO,
HOUSEHOLD,DBOUT1LEN,DBOUTLEN,C,5,About 7 to 12 months,NO,
HOUSEHOLD,DBOUT1LEN,DBOUTLEN,C,6,More than 12 months,NO,
HOUSEHOLD,DBOUT1LEN,DBOUTLEN,C,B,Not applicable,NO,
HOUSEHOLD,DBOUT1LEN,DBOUTLEN,C,D,Don't know,NO,
HOUSEHOLD,DBOUT1LEN,DBOUTLEN,C,R,Refused,NO,
HOUSEHOLD,DBOUT1REAS,DBOUTREAS,C,1,Financial reasons,NO,
HOUSEHOLD,DBOUT1REAS,DBOUTREAS,C,2,"Crowding, conflict, or violence in the household",NO,
HOUSEHOLD,DBOUT1REAS,DBOUTREAS,C,3,A major change in family,NO,
HOUSEHOLD,DBOUT1REAS,DBOUTREAS,C,4,Health reasons,NO,
HOUSEHOLD,DBOUT1REAS,DBOUTREAS,C,5,To be closer to work or job,NO,
HOUSEHOLD,DBOUT1REAS,DBOUTREAS,C,6,School or military,NO,
HOUSEHOLD,DBOUT1REAS,DBOUTREAS,C,7,To establish own household,NO,
HOUSEHOLD,DBOUT1REAS,DBOUTREAS,C,8,Other,NO,
HOUSEHOLD,DBOUT1REAS,DBOUTREAS,C,B,Not applicable,NO,
HOUSEHOLD,DBOUT1REAS,DBOUTREAS,C,D,Don't know,NO,
HOUSEHOLD,DBOUT1REAS,DBOUTREAS,C,R,Refused,NO,
HOUSEHOLD,DBOUT1VOL,DBOUTVOL,C,1,Asked to leave,NO,
HOUSEHOLD,DBOUT1VOL,DBOUTVOL,C,2,Left voluntarily,NO,
HOUSEHOLD,DBOUT1VOL,DBOUTVOL,C,3,Left for some other reason,NO,
HOUSEHOLD,DBOUT1VOL,DBOUTVOL,C,B,Not applicable,NO,
HOUSEHOLD,DBOUT1VOL,DBOUTVOL,C,D,Don't know,NO,
HOUSEHOLD,DBOUT1VOL,DBOUTVOL,C,R,Refused,NO,
HOUSEHOLD,DBOUT1WHER,DBOUTWHER,C,1,Their own place,NO,
HOUSEHOLD,DBOUT1WHER,DBOUTWHER,C,2,The home of relatives or friends,NO,
HOUSEHOLD,DBOUT1WHER,DBOUTWHER,C,3,School or military dormitories or barracks,NO,
HOUSEHOLD,DBOUT1WHER,DBOUTWHER,C,4,Foster care,NO,
HOUSEHOLD,DBOUT1WHER,DBOUTWHER,C,5,A treatment program such as a hospital or nursing home,NO,
HOUSEHOLD,DBOUT1WHER,DBOUTWHER,C,6,Jail or prison,NO,
HOUSEHOLD,DBOUT1WHER,DBOUTWHER,C,7,A shelter or other homeless program facility,NO,
HOUSEHOLD,DBOUT1WHER,DBOUTWHER,C,8,"A place not meant for people to live (e.g., park, sidewalk, abandoned building, car)",NO,
HOUSEHOLD,DBOUT1WHER,DBOUTWHER,C,9,Other,NO,
HOUSEHOLD,DBOUT1WHER,DBOUTWHER,C,B,Not applicable,NO,
HOUSEHOLD,DBOUT1WHER,DBOUTWHER,C,D,Don't know,NO,
HOUSEHOLD,DBOUT1WHER,DBOUTWHER,C,R,Refused,NO,
HOUSEHOLD,DBOUT1WHY,DBOUTWHY,C,1,Stayed due to lack of financial support,NO,
HOUSEHOLD,DBOUT1WHY,DBOUTWHY,C,2,Did not stay due to lack of financial support,NO,
HOUSEHOLD,DBOUT1WHY,DBOUTWHY,C,B,Not applicable,NO,
HOUSEHOLD,DBOUT1WHY,DBOUTWHY,C,D,Don't know,NO,
HOUSEHOLD,DBOUT1WHY,DBOUTWHY,C,R,Refused,NO,
HOUSEHOLD,DBOUTMOVE,DBOUTMOVE,C,1,Co-occupant has moved out of house within past year,NO,
HOUSEHOLD,DBOUTMOVE,DBOUTMOVE,C,2,No co-occupant has moved out of house within past year,NO,
HOUSEHOLD,DBOUTMOVE,DBOUTMOVE,C,B,Not applicable,NO,
HOUSEHOLD,DBOUTMOVE,DBOUTMOVE,C,D,Don't know,NO,
HOUSEHOLD,DBOUTMOVE,DBOUTMOVE,C,R,Refused,NO,
HOUSEHOLD,DBUTBILL,DBUTBILL,C,1,Received notice of utility shut-off,NO,
HOUSEHOLD,DBUTBILL,DBUTBILL,C,2,Received notice of utility shut-off and utilities were turned off,NO,
HOUSEHOLD,DBUTBILL,DBUTBILL,C,3,No notice,NO,
HOUSEHOLD,DBUTBILL,DBUTBILL,C,B,Not applicable,NO,
HOUSEHOLD,DBUTBILL,DBUTBILL,C,D,Don't know,NO,
HOUSEHOLD,DBUTBILL,DBUTBILL,C,R,Refused,NO,
HOUSEHOLD,DBWHYEVIC,DBWHYEVIC,C,1,Failure or inability to pay rent,NO,
HOUSEHOLD,DBWHYEVIC,DBWHYEVIC,C,2,Other violation of lease,NO,
HOUSEHOLD,DBWHYEVIC,DBWHYEVIC,C,3,"Landlord wants to use the unit for another tenant or purpose, including moving in himself",NO,
HOUSEHOLD,DBWHYEVIC,DBWHYEVIC,C,4,Building condemned or due to be demolished,NO,
HOUSEHOLD,DBWHYEVIC,DBWHYEVIC,C,5,Landlord foreclosed on,NO,
HOUSEHOLD,DBWHYEVIC,DBWHYEVIC,C,6,Other,NO,
HOUSEHOLD,DBWHYEVIC,DBWHYEVIC,C,B,Not applicable,NO,
HOUSEHOLD,DBWHYEVIC,DBWHYEVIC,C,R,Refused,NO,
HOUSEHOLD,DEGREE,DEGREE,C,1,"Coldest: 7,001 or more heating degree days and less than 2,000 cooling degree days",NO,
HOUSEHOLD,DEGREE,DEGREE,C,2,"Cold: 5,500 to 7,000 heating degree days and less than 2,000 cooling degree days",NO,
HOUSEHOLD,DEGREE,DEGREE,C,3,"Cool: 4,000 to 5,499 heating degree days and less than 2,000 cooling degree days",NO,
HOUSEHOLD,DEGREE,DEGREE,C,4,"Mild: Less than 4,000 heating degree days and less than 2,000 cooling degree days",NO,
HOUSEHOLD,DEGREE,DEGREE,C,5,"Mixed: 2,000 to 3,999 heating degree days and 2,000 or more cooling degree days",NO,
HOUSEHOLD,DEGREE,DEGREE,C,6,"Hot: Less than 2,000 heating degree days and 2,000 or more cooling degree days",NO,
HOUSEHOLD,DFUEL,DFUEL,C,1,Electricity,NO,
HOUSEHOLD,DFUEL,DFUEL,C,2,"Gas, LP gas (liquid propane)",NO,
HOUSEHOLD,DFUEL,DFUEL,C,3,Other,NO,
HOUSEHOLD,DFUEL,DFUEL,C,B,Not applicable,NO,
HOUSEHOLD,DIRAC,DIRAC,N,0,None,NO,
HOUSEHOLD,DIRAC,DIRAC,N,.B,Not applicable,NO,
HOUSEHOLD,DIRAC,DIRAC,N,.R,Refused,NO,
HOUSEHOLD,DISH,DISH,C,1,Yes,NO,
HOUSEHOLD,DISH,DISH,C,2,No,NO,
HOUSEHOLD,DISPL,DISPL,C,1,Yes,NO,
HOUSEHOLD,DISPL,DISPL,C,2,No,NO,
HOUSEHOLD,DISPL,DISPL,C,B,Not applicable,NO,
HOUSEHOLD,DIVISION,DIVISION,C,1,New England,NO,
HOUSEHOLD,DIVISION,DIVISION,C,2,Middle Atlantic,NO,
HOUSEHOLD,DIVISION,DIVISION,C,3,East North Central,NO,
HOUSEHOLD,DIVISION,DIVISION,C,4,West North Central,NO,
HOUSEHOLD,DIVISION,DIVISION,C,7,West South Central,NO,
HOUSEHOLD,DIVISION,DIVISION,C,56,South Atlantic and East South Central,NO,
HOUSEHOLD,DIVISION,DIVISION,C,89,Mountain and Pacific,NO,
HOUSEHOLD,DLINE1,DLINE,N,.B,Not applicable,NO,
HOUSEHOLD,DOC,DOC,C,,Not reported,NO,
HOUSEHOLD,DOC,DOC,C,1,Yes,NO,
HOUSEHOLD,DOC,DOC,C,2,No,NO,
HOUSEHOLD,DOC,DOC,C,B,Not applicable,NO,
HOUSEHOLD,DOC,DOC,C,D,Don't know,NO,
HOUSEHOLD,DOC,DOC,C,R,Refused,NO,
HOUSEHOLD,DOC2,DOC,C,,Not reported,NO,
HOUSEHOLD,DOC2,DOC,C,1,Yes,NO,
HOUSEHOLD,DOC2,DOC,C,2,No,NO,
HOUSEHOLD,DOC2,DOC,C,B,Not applicable,NO,
HOUSEHOLD,DOC2,DOC,C,D,Don't know,NO,
HOUSEHOLD,DOC2,DOC,C,R,Refused,NO,
HOUSEHOLD,DOC3,DOC,C,,Not reported,NO,
HOUSEHOLD,DOC3,DOC,C,1,Yes,NO,
HOUSEHOLD,DOC3,DOC,C,2,No,NO,
HOUSEHOLD,DOC3,DOC,C,B,Not applicable,NO,
HOUSEHOLD,DOC3,DOC,C,D,Don't know,NO,
